review,sentiment,processed_review,token_count,original_word_count
"I first read Pearl S Buck's splendid novel in my ninth grade history class, and I enjoyed every thrilling page of it. It was almost inevitable that Hollywood would get hold of it, and considering that it was made in 1937, the results are excellent.<br /><br />Certain things have to be accepted: in 1937 there was no question of casting Asian actors in a major Hollywood film. In a way this renders the end product rather more interesting than if they had been able to use a more authentic-looking cast.<br /><br />With that obstacle to overcome, executive producer Irving Thalberg and director Sidney Franklin (among others) took the trouble to hand-pick a splendid and stellar cast. Paul Muni plays Wang Lung. Muni was at the peak of his powers as an actor during this period, and could very nearly play anything he put his mind to. Once you get past the makeup (it's good, but no one is going to really mistake him for a Chinese man), his performance has all the verisimilitude of his best work.<br /><br />Then there is Luise Rainer. Coming off an Oscar win the previous year for her performance in THE GREAT ZIEGFELD, the Viennese actress's star was on the rise and she was given the plum role of O-lan despite her lack of experience in Hollywood. Her performance won her a second consecutive Oscar, the first time in history that happened.<br /><br />Much criticism has been leveled at Rainer's performance, and her Oscar win here. She has been called wooden and one-note. There is a small grain of truth in that. HOWEVER, that being said, all you need to do is go back to the book. For Rainer, though not Chinese, played O-lan pretty much as Buck wrote her; it is in fact a splendid performance, and one of the best transfers from book to screen I have ever witnessed.<br /><br />As for the rest of the cast, well this was MGM. They had the biggest roster of stars and character actors in Hollywood at the time, and a big budget to pay for the best, and in the end they got the best.<br /><br />The film softens Wang Lung's marriage to O-lan somewhat. In the novel, with wealth come the lusts of the flesh and he takes on a concubine, a move which devastates his wife but her feelings as a mere woman do not concern him. In the film, a contrite Wang Lung returns to his wife on her deathbed the two pearls he had taken from her years before, realizing too late that she was his true love.<br /><br />Corny, yes. But that's Hollywood. Considering the obstacles they were up against, the film might well have opened to screams of laughter. But despite the noticeable dearth of real Asians in the cast, this film has worn surprisingly well with the passage of seventy-three years. In fact the most amazing thing about this film is how good it is, when it might so easily have been a disaster.",positive,first read pearl buck splendid novel ninth grade history class enjoyed every thrilling page almost inevitable hollywood would get hold considering made results things accepted question casting asian actors major hollywood film way renders end product rather interesting able use obstacle overcome executive producer irving thalberg director sidney franklin among others took trouble splendid stellar cast paul muni plays wang lung muni peak powers actor period could nearly play anything put mind get past makeup good one going really mistake chinese man performance verisimilitude best luise rainer coming oscar win previous year performance great ziegfeld viennese actress star rise given plum role despite lack experience hollywood performance second consecutive oscar first time history criticism leveled rainer performance oscar win called wooden small grain truth however said need back book rainer though chinese played pretty much buck wrote fact splendid performance one best transfers book screen ever rest cast well mgm biggest roster stars character actors hollywood time big budget pay best end got film softens wang lung marriage somewhat novel wealth come lusts flesh takes concubine move devastates wife feelings mere woman concern film contrite wang lung returns wife deathbed two pearls taken years realizing late true yes hollywood considering obstacles film might well opened screams laughter despite noticeable dearth real asians cast film worn surprisingly well passage years fact amazing thing film good might easily disaster,227,506
"Even thought I'm not the biggest of Cher fans, this movie was her crowning achievement. Granted, there were long term side-effects and risks of brain damage, memory loss (and) intellectual impairment, upon the screening such a film. A 1989 survey of Moonstruck fans by the UK Advocacy Network revealed that one-third of 300 Moonstruck fans surveyed believed Moonstruck had damaged them and an astounding 80% claimed it had irreparably destroyed their minds.<br /><br />Cher plays someone very un-Cher in this movie, a dowdy young widow named Loretta living in New York with her extended family. They're anti-American, pro-Italian and always at each other in someway. She has been going out with Johnny Camarary for a while, a nice mamma's boy man, and he asks her to marry him. She says yes. I loved her mom's questions: ""Do you love him Loretta?"", ""No."", ""Good. If you love him he'll drive you crazy because they know they can. But you like him then?"", ""Oh yeah, he's a sweet man Ma"". When Johnny goes off to Sicily to care for his dying mother, he asks that Loretta make contact with his brother who he's been estranged from for years.<br /><br />This victory for human rights carries even greater significance, as Sicily was the birthplace of electroshock treatment. In 1938, Italian psychiatrist Ugo Cerletti, saw slaughterhouse workers using electric shock devices to cause epileptic fits in pigs, easing the job of slitting their throats. Cerletti was inspired, and began experimenting with electroshock on humans, developing the first Electroshock machine. Broken bones and fractured vertebrae that resulted from the convulsions appeared to be of little concern.<br /><br />This was,in so many ways, an anti-American movie. It's about love, to be sure, but it's also about infidelity, secrets, lonely people, and strange behavior brought on by American policies. The characters, from the frumpy BoBo at the favorite restaurant, the aunt and uncle, her parents and their problems, the ancient grandfather and his dogs are all well developed and intrinsic characters. It's somewhat of a chick flick, as it's how Loretta stops being a dowdy stuffed shirt and awakens the flower of the inner vamp. It's a Cinderella story in many ways, and that is every little girl's dream to emerge from the ugly duckling into a beautiful swan...<br /><br />Assuming free and fully informed Consent, it is well to reaffirm the individual's right to pursue happiness through brain damage if he or she so chooses. But we might ask ourselves whether we, as fans of cinema, though in no way sworn to any Hippocratic Oath, should be offering it.",negative,even thought biggest cher fans movie crowning achievement granted long term risks brain damage memory loss intellectual impairment upon screening film survey moonstruck fans advocacy network revealed moonstruck fans surveyed believed moonstruck damaged astounding claimed irreparably destroyed plays someone movie dowdy young widow named loretta living new york extended family always someway going johnny camarary nice mamma boy man asks marry says yes loved mom questions love loretta good love drive crazy know like yeah sweet man johnny goes sicily care dying mother asks loretta make contact brother estranged victory human rights carries even greater significance sicily birthplace electroshock treatment italian psychiatrist ugo cerletti saw slaughterhouse workers using electric shock devices cause epileptic fits pigs easing job slitting throats cerletti inspired began experimenting electroshock humans developing first electroshock machine broken bones fractured vertebrae resulted convulsions appeared little many ways movie love sure also infidelity secrets lonely people strange behavior brought american policies characters frumpy bobo favorite restaurant aunt uncle parents problems ancient grandfather dogs well developed intrinsic characters somewhat chick flick loretta stops dowdy stuffed shirt awakens flower inner vamp cinderella story many ways every little girl dream emerge ugly duckling beautiful swan assuming free fully informed consent well reaffirm individual right pursue happiness brain damage chooses might ask whether fans cinema though way sworn hippocratic oath offering,218,433
"I's a big struggle. As a story that is surreal, this movie could've been great (as great as it is rated by some here), but mixed with the acting (director and relatives playing major roles, due to financial reasons I reckon) found in here ... although calling this acting, is not only a stretch of that word, it's giving it a new meaning! A whole new meaning! <br /><br />If you are into surreal movies (there are some that I do like actually, see the Japanese Strange Circus for example), you might be able to overlook the flaws (see above) and enjoy this more. There are great ideas here, after all! Many great metaphors and ambiguous scenes, but while watching this (with a group of friends) almost all of us, just couldn't stop laughing ... not the intention of the director of course! Again, everyone has their own liking, as one can see by the high rating of this movie, but I could only recommend the movie if you're aware of the work that Alejandro Jodorowsky has done and/or are a fan of his!",negative,big struggle story surreal movie could great great rated mixed acting director relatives playing major roles due financial reasons reckon found although calling acting stretch word giving new meaning whole new meaning surreal movies like actually see japanese strange circus example might able overlook flaws see enjoy great ideas many great metaphors ambiguous scenes watching group friends almost could stop laughing intention director course everyone liking one see high rating movie could recommend movie aware work alejandro jodorowsky done fan,80,184
"First off, let me say I have wanted to see this movie for about a year now because I knew Angelina Jolie was in it and I love her. But my love for her has nothing to do with my opinion of the movie. Anyhow, no video stores carried it but low and behold the local library did. I watched it and absolutely loved it. Yes there were Italian stereotypes but it was done well and funny. It was not degrading in any way.<br /><br />Every actor and actress did a superb job. I laughed very hard at the sexual humor. Overall, I think this movie is well worth seeing if you can find it. It is adorable and just plain fun to watch. I rarely rank movies as a 10 but I give this one a 10!!!<br /><br />Go find it and watch it!",positive,first let say wanted see movie year knew angelina jolie love love nothing opinion movie anyhow video stores carried low behold local library watched absolutely loved yes italian stereotypes done well funny degrading actor actress superb job laughed hard sexual humor overall think movie well worth seeing find adorable plain fun watch rarely rank movies give one find watch,59,145
"This is a truly awful movie. The jokes are few and far between and the pacing is a down right endurance test. The only thing funny to come out of this production is it's comparison to the classic film ""This Is Spinal Tap.""<br /><br />Avoid this film as if it were one of the plagues of the Bible itself.<br /><br />",negative,truly awful movie jokes far pacing right endurance test thing funny come production comparison classic film spinal tap avoid film one plagues bible,23,61
"Harem Suare is the best film I saw in the year 2000. Bravo Ferzan Ozpetek. Sensually shot and stunningly portrayed, Harem Suare is a bold film that tackles interracial romance, which is such a taboo in Hollywood. Women of all shapes, sizes, and color, populate the film. Cut off from the outside world, the women entertain each other by telling stories about intrigue, rivalry and jealousies within their ranks.",positive,harem suare best film saw year bravo ferzan ozpetek sensually shot stunningly portrayed harem suare bold film tackles interracial romance taboo hollywood women shapes sizes color populate film cut outside world women entertain telling stories intrigue rivalry jealousies within ranks,40,69
"Edward Furlong and Christina Ricci are an excellent couple and demonstrate it with their unique charisma featured in this movie.<br /><br />This is the typical ""alternative"" or indie movie with a plot that features a rare situation that suddenly becomes really important.<br /><br />Pecker is an average boy who has an old camera and his main hobby is to take photographs of the exotic habitants of the small town where he lives in. Suddenly an alternative artist pays attention to his work and hires him in order to expose his work in some important festivals and more.<br /><br />But Pecker life changes drastically as now fortune and fame seem to infuriate the town's people who are Pecker's main inspiration. Even his sexy girlfriend gets mad because now he does not pays the ""adequate"" attention to her.<br /><br />Well this is an Indie movie with an edge but not for everyone. It may seem boring or pretentious for some people but still I think it worths a watch only because it offers something ""different"" than Hollywood's typical standards.<br /><br />To describe in a few words: This is the typical Christina Ricci and John Waters movie. That's it.<br /><br />Oh and I almost forgot to mention that the ""Full of Grace"" lines are really annoying. Geez.",positive,edward furlong christina ricci excellent couple demonstrate unique charisma featured typical alternative indie movie plot features rare situation suddenly becomes really average boy old camera main hobby take photographs exotic habitants small town lives suddenly alternative artist pays attention work hires order expose work important festivals pecker life changes drastically fortune fame seem infuriate town people pecker main inspiration even sexy girlfriend gets mad pays adequate attention indie movie edge everyone may seem boring pretentious people still think worths watch offers something different hollywood typical describe words typical christina ricci john waters movie almost forgot mention full grace lines really annoying geez,102,214
"Three teenage girls in an incomplete triangular relation. The base of the triangle is barely there. At the apex is Marie, a serious, short and lean tomboy with a Belmondo-like facial structure. Her best friend is the physical and psychological opposite: coquette, chubby -- I dare say fat -- and desirous for her first kiss with a boy but not quite ready for her first sexual encounter. Because of her chubbiness, boys don't seem interested and it pains her.<br /><br />The other leg of the apex is a beautiful ""fille fatale"" blonde vamp. She is deeply involved in the sport of synchronized swimming performing at competitive level. Marie sees her during a competition at the local public swimming pool. Marie insinuates herself into the life of the vamp using the desire to become a synchronized swimmer as an argument. The vamp has a reputation of being a whore, making out with any young male that orbits around her. Marie is not phased out by that reputation. Put a stress on reputation.<br /><br />The first half is set up. We get to see a lot of synchronized swimming as we become familiar with the three girls. Eventually the narrative leaves synchronized swimming behind and concentrates on the topsy-turvy relations among the three. That's when unexpected things start to happen.<br /><br />It is a trademark of French films to drop nuggets of wisdom on the viewer. This one is no exception. Here it is about ceilings and the dying. See the film to learn more.<br /><br />The director says that the use of synchronized swimming is purposeful. That women-only sport is a metaphor for a girl's life: pretty and feminine on the surface while hard working and competitive underneath. A number of scenes drive this point: elegant moves and smiles for the public, legs kicking ungainly underwater. The title in French is also suggestive: ""prieuve"", or octopus, suggest an individual having to juggle many pressures simultaneously.",positive,three teenage girls incomplete triangular relation base triangle barely apex marie serious short lean tomboy facial structure best friend physical psychological opposite coquette chubby dare say fat desirous first kiss boy quite ready first sexual encounter chubbiness boys seem interested pains leg apex beautiful fille fatale blonde vamp deeply involved sport synchronized swimming performing competitive level marie sees competition local public swimming pool marie insinuates life vamp using desire become synchronized swimmer argument vamp reputation whore making young male orbits around marie phased reputation put stress first half set get see lot synchronized swimming become familiar three girls eventually narrative leaves synchronized swimming behind concentrates relations among three unexpected things start trademark french films drop nuggets wisdom viewer one exception ceilings dying see film learn director says use synchronized swimming purposeful sport metaphor girl life pretty feminine surface hard working competitive underneath number scenes drive point elegant moves smiles public legs kicking ungainly underwater title french also suggestive prieuve octopus suggest individual juggle many pressures simultaneously,166,324
"Watching CBS's ""Surrender, Dorothy"", I kept wondering why Diane Keaton would want to be in it (not because it's a television movie--with the dearth of enticing roles for slightly older actresses, it isn't any wonder why Academy Award winning performers such as Keaton turn to TV--but because it offers no opportunities for Keaton to shine). A single mother, grieving the sudden death of her twenty-something daughter, imposes upon--and gradually becomes friends with--the group of young people her daughter was close to at the time of her accident. Adapted from the novel, this teleplay gives us a group of self-absorbed characters one would cross the street to avoid. Aside from being coarse and dim, these phony people are incredibly unconvincing, as is the tidy scenario and the bungalow near the beach where the kids reside (one young man, who wears muscle shirts to tell us he's gay, hears Diane Keaton say, ""Surrender, Dorothy"" and actually asks, ""That's from ""The Wizard of Oz"", right?""...no, genius, it's from ""Citizen Kane""!). Keaton may have wanted to do this material based on the subject matter of confronting death. She tries turning this distinctly unlikable woman into a shadow of her own personage (lots of kooky outfits), but it doesn't sit well with the viewer since Keaton has always been warmly likable and flexible in a flaky way. Here, she's a crazed harpy who doesn't learn many lessons on her journey of self-discovery (the movie quickly forgets it's about a dead young woman and becomes an odyssey for the nervous wreck of a mom, who appears to be an overage hippie who has never lost anyone close to her). This is the kind of film actors promote on talk shows with the caveat, ""It should help a lot of grieving mothers out there"". I can't imagine it helping anyone since it is intrinsically a downer, muddled and baffling. It's deranged.",negative,watching cbs surrender dorothy kept wondering diane keaton would want television movie dearth enticing roles slightly older actresses wonder academy award winning performers keaton turn offers opportunities keaton shine single mother grieving sudden death daughter imposes upon gradually becomes friends group young people daughter close time accident adapted novel teleplay gives group characters one would cross street avoid aside coarse dim phony people incredibly unconvincing tidy scenario bungalow near beach kids reside one young man wears muscle shirts tell gay hears diane keaton say surrender dorothy actually asks wizard right genius citizen kane keaton may wanted material based subject matter confronting death tries turning distinctly unlikable woman shadow personage lots kooky outfits sit well viewer since keaton always warmly likable flexible flaky way crazed harpy learn many lessons journey movie quickly forgets dead young woman becomes odyssey nervous wreck mom appears overage hippie never lost anyone close kind film actors promote talk shows caveat help lot grieving mothers imagine helping anyone since intrinsically downer muddled baffling deranged,167,314
"I feel like I have some uber-rare disease that no one has heard of and I have finally come across a support group on the net! I finally found this title by asking for an answer on an ""experts"" site on the web. I too, saw this movie in my youth and was struck by the atmosphere and especially the ending. I have never forgotten it and have never seen it since. No one I know saw the film and I had almost given up on ever finding it's title. Alas, even knowing the name, I shall probably never see the film again as it is impossible to find commercially. Small steps...<br /><br />G",positive,feel like disease one heard finally come across support group net finally found title asking answer experts site web saw movie youth struck atmosphere especially ending never forgotten never seen since one know saw film almost given ever finding title alas even knowing name shall probably never see film impossible find commercially small steps,54,114
"I want so badly to give this piece of GARBAGE a zero, unfortunately, there isn't, so, I had to give it a 1 just to warn you about how stupidly terrible this imposter of a familiar cartoon really is! The characters look like they were drawn by pre-schoolers, no, wait, I've seen pre-schoolers do better! I prefer ""Misadventures of Flapjack"" to this terrible excuse for a cartoon! I'm probably saying what others have said, two words: RIP OFF!! Remember that episode of Dexter's Lab when they raced go-karts down that volcano? yeah, Mister Fellows even cashed in on that idea and failed! They even ripped off Shadow Lugia in that one episode that parodied Pokemon!(he even cashed in on that franchise!) That one character is a cheap rip off of Mandark from Dexter's Lab! Mister Fellows needs to be sued for statutory infringement for this piece of crap!! Everyone has their own opinion, but those of you who like Johnny (RIP-OFF) Test, your'e just lying to yourselves. Do yourself a favor, change the channel when this rip off tries to disgrace your screen!",negative,want badly give piece garbage zero unfortunately give warn stupidly terrible imposter familiar cartoon really characters look like drawn wait seen better prefer misadventures flapjack terrible excuse cartoon probably saying others said two words rip remember episode dexter lab raced volcano yeah mister fellows even cashed idea failed even ripped shadow lugia one episode parodied pokemon even cashed franchise one character cheap rip mandark dexter lab mister fellows needs sued statutory infringement piece crap everyone opinion like johnny test lying favor change channel rip tries disgrace screen,87,183
"And I love it!!! Wonder Showzen will pick up a cult audience and once it's canceled, the DVD sales will go though the roof. This is a very funny show in it's own ways. It's a parody of children's shows, namely Sesame Street. Our puppet characters consist of Chauncy, a yellow furry monster with a hat, whose our host. Clarence is a blue lizard like thing that does his own segments where he goes out on the streets. Him is a weird dog like thing that refers to himself in the third person. Wordsworth is the smart one whose brain always shows. Then there's the newscaster and the pink puppet. It's a very funny show, not really as nasty as you'd expect, but more the situations. They take 7 year olds out on the street, tell them what to say, and have them make mean jokes that they don't understand. My favorite segments are Clarence's videos, especially when somebody doesn't want to be filmed. I prefer TV Funhouse, which was a similar show, but this is still a very funny show that I hope lasts for years to come.<br /><br />My rating: *** 1/4 out of ****. 30 mins. TV MA.",positive,love wonder showzen pick cult audience canceled dvd sales though roof funny show ways parody children shows namely sesame street puppet characters consist chauncy yellow furry monster hat whose host clarence blue lizard like thing segments goes streets weird dog like thing refers third person wordsworth smart one whose brain always shows newscaster pink puppet funny show really nasty expect situations take year olds street tell say make mean jokes understand favorite segments clarence videos especially somebody want filmed prefer funhouse similar show still funny show hope lasts years rating mins,91,201
"Maybe the best part of the show is the fact that it creeps up right after Conan O'Brien and Late Night's fans are all of a sudden unsuspectingly watching Carson's show. Carson Daly can't hold a candle to Leno, Letterman, O'Brien or any other late night talk show host, and Last Call seems to miss more than hit in this hit and miss genre. The shows only redeeming quality is that it's so short. But, I wouldn't call it crap. Carson Daly is sincere and doesn't hide the fact that his show isn't great(that honesty is actually helpful here), while some of Last Call's skits and material seem to be stolen, they still find the mark sometimes. Actually, some of Carson's montages have been quite entertaining, and the skits occasionally have their moments of decent comedy.<br /><br />As an interviewer, Carson is okay, even with only one guest, not exactly late night material but still above the level attained by a high school AV team. However, he doesn't have the quick wit that makes Conan so hilarious. I do not like his musical guests, but that's more because I am not a fan of that kind of music so, I'm not holding it against him.<br /><br />On to the house band. I don't know Joe Firstmans band and wouldn't compare them to the CBS Orchestra, the Tonite Show Band with Kevin Eubanks or the Max Weinberg 7. Even Cleeto and the Cleetones are better. But, Firstmans band mates do still the show in my opinion. Especially the Alto Sax player that sometimes shows up (he has long dark hair and sunglasses and is always playing in the upper register), if anything, watch the show for him, I do.<br /><br />In summary, this show isn't even worth a full bag of kibble n' bits. But it does have an audience, and appeals more to the younger ""mtv generation"". If you don't have cable and are up at 1:37 am, there really isn't much more to choose from and, surprise surprise, there is worse out there in that time frame. So, if you're waiting for Poker After Dark to come on, 30 minutes of Last Call wont kill you during the wait.",negative,maybe best part show fact creeps right conan late night fans sudden unsuspectingly watching carson show carson daly hold candle leno letterman late night talk show host last call seems miss hit hit miss genre shows redeeming quality short would call crap carson daly sincere hide fact show great honesty actually helpful last call skits material seem stolen still find mark sometimes actually carson montages quite entertaining skits occasionally moments decent interviewer carson okay even one guest exactly late night material still level attained high school team however quick wit makes conan hilarious like musical guests fan kind music holding house band know joe firstmans band would compare cbs orchestra tonite show band kevin eubanks max weinberg even cleeto cleetones better firstmans band mates still show opinion especially alto sax player sometimes shows long dark hair sunglasses always playing upper register anything watch show summary show even worth full bag kibble bits audience appeals younger mtv generation cable really much choose surprise surprise worse time frame waiting poker dark come minutes last call wont kill wait,176,370
"This is a better-than-average entry in the Saint series - It holds your interest and, as mysteries should, keeps you guessing until the end and has several suspects to choose from.<br /><br />Many films from the Golden Age are not for all tastes, especially younger viewers. They date themselves by clothing, cars, settings, etc. Who nowadays asks for a highball? Or wears a suit and tie everywhere? And the legal process was so much simpler - must have been a dearth of lawyers back then. Frankly, much of value is missing from those days.<br /><br />In any case, go with it and enjoy. It's good - in an old-fashioned sense.",positive,entry saint series holds interest mysteries keeps guessing end several suspects choose films golden age tastes especially younger viewers date clothing cars settings etc nowadays asks highball wears suit tie everywhere legal process much simpler must dearth lawyers back frankly much value missing case enjoy good sense,47,110
"I am so glad that i got a chance to see this rare little gem of a movie. I saw it at an independent film festival, so don't expect it to come to your town anytime soon. During the film, i noticed about 10 people get up and walk out. Too bad for them (down here in the south, folks don't like having to read subtitles). The movie starts out slow, but is so rich in dialogue that i never felt bored. When the action finally arrives, i found myself glued to the screen as if i were riding a roller coaster.<br /><br />I also got a big kick of the Chapter Titles appearing before the chapters, especially the ones that introduce the characters as they appear on screen. It reminded me of Zelda (Ocarina of Time) when you face level bosses.<br /><br />If this is the future of ""video game/comic book"" movies, then i welcome it.",positive,glad got chance see rare little gem movie saw independent film festival expect come town anytime soon film noticed people get walk bad south folks like read subtitles movie starts slow rich dialogue never felt bored action finally arrives found glued screen riding roller also got big kick chapter titles appearing chapters especially ones introduce characters appear screen reminded zelda ocarina time face level future video book movies welcome,69,157
"OH MY GOD! After having such a promising start, Critters 2 reiterated the Karmic rule of what goes around comes around. Clearly, very few things were thought out when this movie was made, and what was up with Scott Grimes wearing an earing! This should have been the last expedition into the Critters saga, but more garbage was on its way. This was the big reason why I didn't watch Critters 3, and why is every bad film series has to have an episode in space? (Critters, Friday the 13th, Leprechaun in Space, Hellraiser, etc.)",negative,god promising start critters reiterated karmic rule goes around comes around clearly things thought movie made scott grimes wearing earing last expedition critters saga garbage way big reason watch critters every bad film series episode space critters friday leprechaun space hellraiser etc,42,95
"I won't waste your time by describing the plot for this, the other reviewer already did this quite well. I will however give you my opinion of this movie. This movie is basically anti japanese propoganda. The japanese are portrayed as incredably evil b**tards who have respect for nothing, as well as having very poor martial arts skills (groups of japanese men get there asses kicked by single women on more than one occasion.) The fact that the japanese fighters lose almost every (if not every) fight in the movie kind of takes away the suspense. The plot is actually quite solid and perfect for a kung fu movie though. The problem lies in the fact that there's not much fighting. When there are fights some of the fighting is quite good, but other scenes are choreographed badly. One scene angela mao takes on six japanese in a church and kicks all their asses. The problem is they show her fighting them one by one when they're all supposed to be attacking at the same time. I gather this movie was incredably cheap considering how cheap some of the sets are. They use the same village set for when they are in korea and when they are in china without changing it at all. Some scenes are filmed at real locations though, and they look good. Overall the only real problem with the movie is it's slow moving and uninteresting plot. Since there are few fight scenes we have to rely on the plot for entertainment and, well, I wasn't entertained.<br /><br />one and a half stars out of four",negative,waste time describing plot reviewer already quite well however give opinion movie movie basically anti japanese propoganda japanese portrayed incredably evil tards respect nothing well poor martial arts skills groups japanese men get asses kicked single women one occasion fact japanese fighters lose almost every every fight movie kind takes away suspense plot actually quite solid perfect kung movie though problem lies fact much fighting fights fighting quite good scenes choreographed badly one scene angela mao takes six japanese church kicks asses problem show fighting one one supposed attacking time gather movie incredably cheap considering cheap sets use village set korea china without changing scenes filmed real locations though look good overall real problem movie slow moving uninteresting plot since fight scenes rely plot entertainment well half stars four,129,270
"I saw this movie at the Philadelphia Film Festival today and enjoyed it overall. It is an interesting and adept analysis of the all-too-common revelation that our parent's marriage was more flawed and difficult than we originally imagined. In addition, this movie is an excellent example of process of discovering truths about our parent's lives after their death and the issues associated with that. However, i found the sound quality (recording and editing) to be relatively poor and annoying. *** It may very well have been related to the specific theater and projection conditions *** i am not a film maker / student or anything and claim no real understanding of the sound production process, but as a consumer, i found the audio portion of the movie distracting. Specifically, i heard very unpleasant lip smacking noises through out (especially one long interview with the younger sister) the film, and often the background noise level was higher in volume than people's voices (for example the scene when a small group was sorting through the mothers papers). has anyone else seen this movie, noticed anything about the sound... thanks",positive,saw movie philadelphia film festival today enjoyed overall interesting adept analysis revelation parent marriage flawed difficult originally imagined addition movie excellent example process discovering truths parent lives death issues associated however found sound quality recording editing relatively poor annoying may well related specific theater projection conditions film maker student anything claim real understanding sound production process consumer found audio portion movie distracting specifically heard unpleasant lip smacking noises especially one long interview younger sister film often background noise level higher volume people voices example scene small group sorting mothers papers anyone else seen movie noticed anything sound thanks,98,187
"When the movie ""The Cure"" starts, we find out about a young man named Erik (Brad Renfro). Erik is a teenage boy living with his paranoid mother, and living next door to him is a young boy named Dexter (Joseph Mazello). One day, Erik and Dexter connect and head up to the supermarket, where Dexter gets his first taste of Butterfinger. When Erik learns out that Dexter has AIDS, he tries leaves-and-water tea to make it better. But when the front cover of The National Enquirer says a New Orleans doctor has found the cure for AIDS, the two boys will stop at nothing to get to New Orleans for the cure.<br /><br />In my opinion, ""The Cure"" is easily one of the best friendship movies ever made. It shows unconditional love between a boy, his (new) best friend, and his best friend's mom. Everything is so well done, nothing needs to be changed. Not only do I give this a 10/10 for being a fantastic friendship movie, but it also is a sad, but humorous, and fun AIDS movie. And the tragic finale with Dexter's contraction of AIDS is enough to make me shed a tear. Very well done.",positive,movie cure starts find young man named erik brad renfro erik teenage boy living paranoid mother living next door young boy named dexter joseph mazello one day erik dexter connect head supermarket dexter gets first taste butterfinger erik learns dexter aids tries tea make better front cover national enquirer says new orleans doctor found cure aids two boys stop nothing get new orleans opinion cure easily one best friendship movies ever made shows unconditional love boy new best friend best friend mom everything well done nothing needs changed give fantastic friendship movie also sad humorous fun aids movie tragic finale dexter contraction aids enough make shed tear well done,109,200
"- The Best Bit : When the dull mobster (Nicholas Turturro) calls out to the runaway (Matthew Modine) ""Shane !.. Come Back Shane !"" and when the older wise guy asks him ""What Are You Doing ?!"" he replays simply ""Enjoying My Time !"" Actually like me at the moment ! <br /><br />- The Most Creepy Part : I've been wondering all the time of watching : where did I see that girl before ? where ? where ? Till I found out while the closing credits.. OHH MY GOD ! She's (Elizabeth Berkley) .. From the showgirls' fiasco ! But I just couldn't recognize her with her clothes on ! To tell you the truth I felt a brief tremor. She's really cute and nice but maybe Hollywood had no mercy at all ! <br /><br />- The Most Sexy Bit : When (Berkley) says ""Do You Mean The Stuff Which Gives You A Boner ?!"". <br /><br />- The Most Dull Thing : The retarded assistant after a day and a night in the back of the car is still alive and healthy at the end !!??, moreover the Mexican smuggler took 3 bullets (at the same car !) and he's not dead either !!?? <br /><br />- The Most Ugly Thing : All of those murdered people, as well as the numerous (F) ward to a boring extent ! <br /><br />- The Most Beautiful Thing : The crazy clever script with all the funny characters and the tumultuous situations, the acting looked sweet also especially from (Paul Rodriguez) who stole the show for (as he had the best dialogue Also !). <br /><br />- The Most Disappointing Thing : Although the direction didn't mess about the story's wittiness at all but in the same time it didn't give it a unique touch, a matchless signature, some kind of insane hilarity like the one in the story itself. However maybe the low production wronged it well ! And of course the easy tasteless music which could be like that because of cheap production too ! <br /><br />- The Most Confusing Part : (Matthew Modine) is a talented guy but what did he do exactly to be out of Hollywood's ""A"" list of stars ?! What could possibly be the thing he made (or didn't make !) to end up in light independent jest like (The Shipment) ?!! <br /><br />- The Most Absent Scene : Where did (Jose) the Mexican smuggler go at last ?! I thought that we'll see him again at the end, smuggling once more as the surviving little criminal who, in a brief gimmick like this, could materialize the continuous disorder of such a world. <br /><br />- The Most Question I had After The End : When we'll see (The Shipment - 2) ? As I'm so eager to see that fine small comic hurly-burly atmosphere again ! <br /><br />These were my own answers. If you interested in giving answers of your own for this questionnaire, please E-Mail me.",positive,best bit dull mobster nicholas turturro calls runaway matthew modine shane come back shane older wise guy asks replays simply enjoying time actually like moment creepy part wondering time watching see girl till found closing credits ohh god elizabeth berkley showgirls fiasco could recognize clothes tell truth felt brief tremor really cute nice maybe hollywood mercy sexy bit berkley says mean stuff gives boner dull thing retarded assistant day night back car still alive healthy end moreover mexican smuggler took bullets car dead either ugly thing murdered people well numerous ward boring extent beautiful thing crazy clever script funny characters tumultuous situations acting looked sweet also especially paul rodriguez stole show best dialogue also disappointing thing although direction mess story wittiness time give unique touch matchless signature kind insane hilarity like one story however maybe low production wronged well course easy tasteless music could like cheap production confusing part matthew modine talented guy exactly hollywood list stars could possibly thing made make end light independent jest like shipment absent scene jose mexican smuggler last thought see end smuggling surviving little criminal brief gimmick like could materialize continuous disorder world question end see shipment eager see fine small comic atmosphere answers interested giving answers questionnaire please,205,510
